locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
b4171,miaA,NC_000913.3,,4399252,4400202,+,tRNA dimethylallyltransferase,"Translation, ribosomal structure and biogenesis",P16384,Op2300
b4172,hfq,NC_000913.3,,4400288,4400596,+,RNA-binding protein Hfq,"Translation, ribosomal structure and biogenesis",P0A6X3,Op2300
b4173,hflX,NC_000913.3,,4400672,4401952,+,ribosome rescue factor HflX,"Translation, ribosomal structure and biogenesis",P25519,Op2300
b4174,hflK,NC_000913.3,,4402038,4403297,+,regulator of FtsH protease,"Post-translational modification, protein turnover, and chaperones",P0ABC7,Op2300
b4175,hflC,NC_000913.3,,4403300,4404304,+,regulator of FtsH protease,"Post-translational modification, protein turnover, and chaperones",P0ABC3,Op2300
b4176,yjeT,NC_000913.3,,4404386,4404583,+,DUF2065 domain-containing protein YjeT,Function unknown,P0AF73,Op2301
b4177,purA,NC_000913.3,,4404687,4405985,+,adenylosuccinate synthetase,Nucleotide transport and metabolism,P0A7D4,Op2302
b4178,nsrR,NC_000913.3,,4406190,4406615,+,DNA-binding transcriptional repressor NsrR,Transcription,P0AF63,Op2303
b4179,rnr,NC_000913.3,,4406654,4409095,+,RNase R,"Translation, ribosomal structure and biogenesis",P21499,Op2303
b4180,rlmB,NC_000913.3,,4409275,4410006,+,23S rRNA 2'-O-ribose G2251 methyltransferase,"Translation, ribosomal structure and biogenesis",P63177,Op2303
b4181,yjfI,NC_000913.3,,4410133,4410534,+,DUF2170 domain-containing protein YjfI,Function unknown,P0AF76,Op2303
b4182,yjfJ,NC_000913.3,,4410553,4411251,+,PspA family protein YjfJ,Transcription,P0AF78,Op2303
b4183,yjfK,NC_000913.3,,4411302,4411961,+,DUF2491 domain-containing protein YjfK,Function unknown,P39293,Op2304
b4184,yjfL,NC_000913.3,,4411979,4412377,+,DUF350 domain-containing inner membrane protein YjfL,Function unknown,P0AF80,Op2304
b4185,yjfM,NC_000913.3,,4412387,4413025,+,DUF1190 domain-containing protein YjfM,Function unknown,P39295,Op2304
b4186,yjfC,NC_000913.3,,4413028,4414191,+,putative acid--amine ligase YjfC,Amino acid transport and metabolism,P33222,Op2304
b4187,aidB,NC_000913.3,,4414275,4415900,+,putative acyl-CoA dehydrogenase AidB,Lipid transport and metabolism,P33224,Op2305
b4188,yjfN,NC_000913.3,,4416017,4416292,-,protease activator YjfN,Function unknown,P0AF82,Op2306
b4189,bsmA,NC_000913.3,,4416441,4416770,-,DUF1471 domain-containing putative lipoprotein BsmA,Function unknown,P39297,Op2307
b4190,yjfP,NC_000913.3,,4416952,4417701,+,carboxylesterase,Function unknown,P39298,Op2308
b4191,ulaR,NC_000913.3,,4417698,4418453,-,DNA-binding transcriptional repressor UlaR,Transcription,P0A9W0,Op2309
b4192,ulaG,NC_000913.3,,4418561,4419625,-,L-ascorbate-6-phosphate lactonase,Function unknown,P39300,Op2310
b4193,ulaA,NC_000913.3,,4419980,4421377,+,L-ascorbate specific PTS enzyme IIC component,Function unknown,P39301,Op2311
b4194,ulaB,NC_000913.3,,4421393,4421698,+,L-ascorbate specific PTS enzyme IIB component,Carbohydrate transport and metabolism,P69822,Op2311
b4195,ulaC,NC_000913.3,,4421708,4422172,+,L-ascorbate specific PTS enzyme IIA component,Carbohydrate transport and metabolism,P69820,Op2311
b4196,ulaD,NC_000913.3,,4422186,4422836,+,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,Nucleotide transport and metabolism,P39304,Op2311
b4197,ulaE,NC_000913.3,,4422846,4423700,+,L-ribulose-5-phosphate 3-epimerase UlaE,Carbohydrate transport and metabolism,P39305,Op2311
b4198,ulaF,NC_000913.3,,4423700,4424386,+,L-ribulose-5-phosphate 4-epimerase UlaF,Carbohydrate transport and metabolism,P39306,Op2311
b4199,yjfY,NC_000913.3,,4424516,4424791,-,DUF1471 domain-containing protein YjfY,Function unknown,P0AF86,Op2312
b4200,rpsF,NC_000913.3,,4425118,4425513,+,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis",P02358,Op2313
b4201,priB,NC_000913.3,,4425520,4425834,+,primosomal replication protein N,"Replication, recombination and repair",P07013,Op2313
b4202,rpsR,NC_000913.3,,4425839,4426066,+,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis",P0A7T7,Op2313
b4203,rplI,NC_000913.3,,4426108,4426557,+,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis",P0A7R1,Op2313
b4204,yjfZ,NC_000913.3,,4426628,4427422,-,protein YjfZ,Function unknown,P39308,Op2314
b4206,ytfB,NC_000913.3,,4428079,4428717,-,cell division protein YtfB,Cell wall/membrane/envelope biogenesis,P39310,Op2315
b4207,fklB,NC_000913.3,,4428935,4429555,+,FKBP-type peptidyl-prolyl cis-trans isomerase FklB,"Post-translational modification, protein turnover, and chaperones",P0A9L3,Op2316
b4208,cycA,NC_000913.3,,4429864,4431276,+,D-serine/alanine/glycine/:H(+)symporter,Amino acid transport and metabolism,P0AAE0,Op2317
b4209,ytfE,NC_000913.3,,4431321,4431983,-,iron-sulfur cluster repair protein YtfE,"Cell cycle control, cell division, chromosome partitioning",P69506,Op2318
b4210,ytfF,NC_000913.3,,4432091,4433056,-,inner membrane protein YtfF,Amino acid transport and metabolism,P39314,Op2319
b4211,qorB,NC_000913.3,,4433164,4434024,-,NAD(P)H:quinone oxidoreductase,Carbohydrate transport and metabolism,P39315,Op2320
b4212,ytfH,NC_000913.3,,4434113,4434493,+,putative transcriptional regulator YtfH,Transcription,P0ACN2,Op2321
b4213,cpdB,NC_000913.3,,4434622,4436565,-,2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase,Nucleotide transport and metabolism,P08331,Op2322
b4214,cysQ,NC_000913.3,,4436755,4437495,+,3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,P22255,Op2323
b4215,ytfI,NC_000913.3,,4437707,4438645,+,protein YtfI,No COG annotation,P39317,Op2324
b4216,ytfJ,NC_000913.3,,4438708,4439262,-,PF09695 family protein YtfJ,Function unknown,P39187,Op2325
b4217,ytfK,NC_000913.3,,4439587,4439793,+,stringent response modulator YtfK,Function unknown,P0ADE2,Op2326
b4218,ytfL,NC_000913.3,,4439872,4441215,-,UPF0053 family inner membrane protein YtfL,Inorganic ion transport and metabolism,P0AE45,Op2327
b4219,msrA,NC_000913.3,,4441538,4442176,-,methionine sulfoxide reductase A,"Post-translational modification, protein turnover, and chaperones",P0A744,Op2328
b4220,tamA,NC_000913.3,,4442382,4444115,+,translocation and assembly module subunit TamA,Cell wall/membrane/envelope biogenesis,P0ADE4,Op2329
b4221,tamB,NC_000913.3,,4444112,4447891,+,translocation and assembly module subunit TamB,Function unknown,P39321,Op2329
b4222,ytfP,NC_000913.3,,4447894,4448235,+,gamma-glutamylamine cyclotransferase family protein YtfP,Function unknown,P0AE48,Op2329
b4224,chpS,NC_000913.3,,4448447,4448698,+,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,Transcription,P08365,Op2330
b4225,chpB,NC_000913.3,,4448692,4449042,+,endoribonuclease toxin ChpB,Signal transduction mechanisms,P33647,Op2330
b4226,ppa,NC_000913.3,,4449122,4449652,-,inorganic pyrophosphatase,Energy production and conversion,P0A7A9,Op2331
b4227,ytfQ,NC_000913.3,,4449962,4450918,+,galactofuranose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,P39325,Op2332
b4485,ytfR,NC_000913.3,,4451058,4452560,+,galactofuranose ABC transporter putative ATP binding subunit,Inorganic ion transport and metabolism,Q6BEX0,Op2332
b4230,ytfT,NC_000913.3,,4452571,4453596,+,galactofuranose ABC transporter putative membrane subunit YtfT,Carbohydrate transport and metabolism,P39328,Op2332
b4231,yjfF,NC_000913.3,,4453583,4454578,+,galactofuranose ABC transporter putative membrane subunit YjtF,Carbohydrate transport and metabolism,P37772,Op2332
b4232,fbp,NC_000913.3,,4454611,4455609,-,fructose-1%2C6-bisphosphatase 1,Carbohydrate transport and metabolism,P0A993,Op2333
b4233,mpl,NC_000913.3,,4455785,4457158,+,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2%2C6-diaminoheptanedioate ligase,Cell wall/membrane/envelope biogenesis,P37773,Op2334
b4234,yjgA,NC_000913.3,,4457314,4457865,-,DUF615 domain-containing protein YjgA,Function unknown,P0A8X0,Op2335
b4235,tldE,NC_000913.3,,4457959,4459311,+,metalloprotease subunit TldE,Function unknown,P0AFK0,Op2336
b4237,nrdG,NC_000913.3,,4459900,4460364,-,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover, and chaperones",P0A9N8,Op2337
b4238,nrdD,NC_000913.3,,4460522,4462660,-,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,P28903,Op2337
b4239,treC,NC_000913.3,,4463054,4464709,-,trehalose-6-phosphate hydrolase,Carbohydrate transport and metabolism,P28904,Op2338
b4240,treB,NC_000913.3,,4464759,4466180,-,trehalose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,P36672,Op2338
b4241,treR,NC_000913.3,,4466299,4467246,-,DNA-binding transcriptional repressor TreR,Transcription,P36673,Op2339
b4702,mgtL,NC_000913.3,,4467431,4467484,+,leader peptide MgtL,No COG annotation,E2JKY7,Op2340
b4242,mgtA,NC_000913.3,,4467625,4470321,+,Mg(2(+)) importing P-type ATPase,Inorganic ion transport and metabolism,P0ABB8,Op2340
b4243,ridA,NC_000913.3,,4470527,4470913,-,enamine/imine deaminase%2C redox-regulated chaperone,"Translation, ribosomal structure and biogenesis",P0AF93,Op2341
b4244,pyrI,NC_000913.3,,4470986,4471447,-,aspartate carbamoyltransferase%2C PyrI subunit,Nucleotide transport and metabolism,P0A7F3,Op2342
b4245,pyrB,NC_000913.3,,4471460,4472395,-,aspartate carbamoyltransferase catalytic subunit,Nucleotide transport and metabolism,P0A786,Op2342
b4246,pyrL,NC_000913.3,,4472399,4472533,-,pyrBI operon leader peptide,Nucleotide transport and metabolism,P0AD83,Op2342
b4248,yjgH,NC_000913.3,,4472814,4473209,-,RutC family protein YjgH,"Translation, ribosomal structure and biogenesis",P39332,Op2343
b4249,bdcA,NC_000913.3,,4473340,4474053,-,c-di-GMP-binding biofilm dispersal mediator protein,Lipid transport and metabolism,P39333,Op2344
b4251,bdcR,NC_000913.3,,4474124,4474717,+,putative transcriptional regulator BdcR,Transcription,P39334,Op2345
b4252,tabA,NC_000913.3,,4474862,4475314,+,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,Carbohydrate transport and metabolism,P0AF96,Op2346
b4253,yjgL,NC_000913.3,,4475437,4477251,+,protein YjgL,No COG annotation,P39336,Op2347
b4254,argI,NC_000913.3,,4477307,4478311,-,ornithine carbamoyltransferase ArgI,Amino acid transport and metabolism,P04391,Op2348
b4255,rraB,NC_000913.3,,4478473,4478889,+,ribonuclease E inhibitor protein B,Function unknown,P0AF90,Op2349
b4256,yjgM,NC_000913.3,,4479034,4479537,-,putative acetyltransferase YjgM,Transcription,P39337,Op2350
b4257,yjgN,NC_000913.3,,4479730,4480926,+,inner membrane protein YjgN,Function unknown,P39338,Op2351
b4258,valS,NC_000913.3,,4480982,4483837,-,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P07118,Op2352
b4259,holC,NC_000913.3,,4483837,4484280,-,DNA polymerase III subunit chi,"Replication, recombination and repair",P28905,Op2352
b4260,pepA,NC_000913.3,,4484440,4485951,-,aminopeptidase A/I,Amino acid transport and metabolism,P68767,Op2353
b4800,ytgA,NC_000913.3,,4486105,4486155,+,protein YtgA,No COG annotation,UPI00107E63DD,Op16
b4261,lptF,NC_000913.3,,4486218,4487318,+,lipopolysaccharide transport system protein LptF,Function unknown,P0AF98,Op2354
b4262,lptG,NC_000913.3,,4487318,4488400,+,lipopolysaccharide transport system protein LptG,Function unknown,P0ADC6,Op2354
b4263,yjgR,NC_000913.3,,4488561,4490063,-,DUF853 domain-containing protein YjgR,Function unknown,P39342,Op2355
b4264,idnR,NC_000913.3,,4490141,4491139,-,DNA-binding transcriptional dual regulator IdnR,Transcription,P39343,Op2356
b4265,idnT,NC_000913.3,,4491206,4492525,-,L-idonate/5-ketogluconate/gluconate transporter,Inorganic ion transport and metabolism,P39344,Op2356
b4266,idnO,NC_000913.3,,4492587,4493351,-,5-keto-D-gluconate 5-reductase,Lipid transport and metabolism,P0A9P9,Op2356
b4267,idnD,NC_000913.3,,4493375,4494406,-,L-idonate 5-dehydrogenase,Amino acid transport and metabolism,P39346,Op2356
b4268,idnK,NC_000913.3,,4494623,4495186,+,D-gluconate kinase%2C thermosensitive,Nucleotide transport and metabolism,P39208,Op2357
b4269,ahr,NC_000913.3,,4495190,4496209,-,NADPH-dependent aldehyde reductase Ahr,Energy production and conversion,P27250,Op2358
b4272,insC6,NC_000913.3,,4498272,4498637,+,KpLE2 phage-like element%3B IS2 insertion element repressor InsA,"Replication, recombination and repair",P0CF40,Op2359
b4273,insD6,NC_000913.3,,4498595,4499500,+,KpLE2 phage-like element%3B IS2 insertion element protein InsB,"Replication, recombination and repair",P0CF53,Op2359
b4277,yjgZ,NC_000913.3,,4501260,4501589,+,KpLE2 phage-like element%3B uncharacterized protein YjgZ,Function unknown,P39351,Op2360
b4278,insG,NC_000913.3,,4502103,4503431,-,KpLE2 phage-like element%3B IS4 putative transposase,"Replication, recombination and repair",P03835,Op2361
b4279,nanX,NC_000913.3,,4504058,4505275,+,sialic acid transporter NanX,Inorganic ion transport and metabolism,P39352,Op2362
b4280,nanY,NC_000913.3,,4505287,4506405,+,KpLE2 phage-like element%3B 2%2C7-anhydro-N-acetylneuraminate hydratase,Function unknown,P39353,Op2362
b4655,ythA,NC_000913.3,,4506448,4506573,+,KpLE2 phage-like element%3B uncharacterized protein YthA,No COG annotation,A8DYQ1,Op16
b4623,insO,NC_000913.3,,4507197,4507451,+,KpLE2 phage-like element%3B IS911B regulator fragment,"Replication, recombination and repair",,Op2363
b4284,insI3,NC_000913.3,,4507466,4508617,-,KpLE2 phage-like element%3B IS30 transposase,"Replication, recombination and repair",P0CF89,Op2364
b4287,fecE,NC_000913.3,,4510690,4511457,-,ferric citrate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P15031,Op2365
b4288,fecD,NC_000913.3,,4511458,4512414,-,ferric citrate ABC transporter membrane subunit FecD,Inorganic ion transport and metabolism,P15029,Op2365
b4289,fecC,NC_000913.3,,4512411,4513409,-,ferric citrate ABC transporter membrane subunit FecC,Inorganic ion transport and metabolism,P15030,Op2365
b4290,fecB,NC_000913.3,,4513406,4514308,-,ferric citrate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P15028,Op2365
b4291,fecA,NC_000913.3,,4514353,4516677,-,ferric citrate outer membrane transporter,Inorganic ion transport and metabolism,P13036,Op2365
b4292,fecR,NC_000913.3,,4516764,4517717,-,ferric citrate regulator FecR,Inorganic ion transport and metabolism,P23485,Op2366
b4293,fecI,NC_000913.3,,4517714,4518235,-,RNA polymerase sigma factor FecI,Transcription,P23484,Op2366
b4801,ykiE,NC_000913.3,,4518372,4518440,+,protein YkiE,No COG annotation,UPI00107E63D5,Op16
b4294,insA7,NC_000913.3,,4518527,4518802,+,KpLE2 phage-like element%3B IS1 repressor protein InsA,"Replication, recombination and repair",P19767,Op2367
b4295,yjhU,NC_000913.3,,4519338,4520324,-,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhU,Transcription,P39356,Op2368
b4296,yjhF,NC_000913.3,,4520671,4522020,-,KpLE2 phage-like element%3B putative transporter YjhF,Inorganic ion transport and metabolism,P39357,Op2369
b4297,yjhG,NC_000913.3,,4522127,4524094,-,KpLE2 phage-like element%3B D-xylonate dehydratase,Amino acid transport and metabolism,P39358,Op2370
b4298,yjhH,NC_000913.3,,4524105,4525010,-,KpLE2 phage-like element%3B putative 2-dehydro-3-deoxy-D-pentonate aldolase,Amino acid transport and metabolism,P39359,Op2370
b4299,yjhI,NC_000913.3,,4525015,4525803,-,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhI,Transcription,P39360,Op2370
b4300,sgcR,NC_000913.3,,4526106,4526888,-,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator SgcR,Transcription,P39361,Op2371
b4301,sgcE,NC_000913.3,,4526905,4527537,-,KpLE2 phage-like element%3B putative epimerase SgcE,Carbohydrate transport and metabolism,P39362,Op2371
b4302,sgcA,NC_000913.3,,4527549,4527980,-,putative PTS enzyme IIA component SgcA,Carbohydrate transport and metabolism,P39363,Op2371
b4303,sgcQ,NC_000913.3,,4528111,4528917,-,KpLE2 phage-like element%3B putative nucleoside triphosphatase,Function unknown,P39364,Op2371
b4304,sgcC,NC_000913.3,,4528930,4530243,-,putative PTS enzyme IIC component SgcC,Carbohydrate transport and metabolism,P39365,Op2371
b4565,sgcB,NC_000913.3,,4530255,4530533,-,putative PTS enzyme IIB component SgcB,Carbohydrate transport and metabolism,P58035,Op2371
b4305,sgcX,NC_000913.3,,4530530,4531651,-,KpLE2 phage-like element%3B putative endoglucanase with Zn-dependent exopeptidase domain,Carbohydrate transport and metabolism,P39366,Op2371
b4306,yjhP,NC_000913.3,,4532437,4533183,-,KpLE2 phage-like element%3B putative methyltransferase YjhP,"Translation, ribosomal structure and biogenesis",P39367,Op2372
b4307,yjhQ,NC_000913.3,,4533239,4533784,-,KpLE2 phage-like element%3B putative acetyltransferase TopAI antitoxin YjhQ,Function unknown,P39368,Op2373
b4566,topAI,NC_000913.3,,4533796,4534053,-,KpLE2 phage-like element%3B toxin of the TopAI-YjhQ toxin-antitoxin system%2C TopA inhibitor,Function unknown,Q2EEU2,Op2373
b4802,ythB,NC_000913.3,,4536597,4536695,+,protein YthB,No COG annotation,UPI00107E63B9,Op16
b4309,nanS,NC_000913.3,,4536614,4537594,-,N-acetyl-9-O-acetylneuraminate esterase,Function unknown,P39370,Op2374
b4310,nanM,NC_000913.3,,4537659,4538765,-,N-acetylneuraminate mutarotase,Cell wall/membrane/envelope biogenesis,P39371,Op2374
b4311,nanC,NC_000913.3,,4538785,4539501,-,N-acetylneuraminic acid outer membrane channel,Cell wall/membrane/envelope biogenesis,P69856,Op2374
b4312,fimB,NC_000913.3,,4540957,4541559,+,regulator for fimA,Transcription,P0ADH5,Op2375
b4313,fimE,NC_000913.3,,4542037,4542633,+,regulator for fimA,Transcription,A0A0N9YI43,Op2376
b4314,fimA,NC_000913.3,,4543115,4543663,+,type 1 fimbriae major subunit,Cell motility,P04128,Op2377
b4315,fimI,NC_000913.3,,4543728,4544267,+,putative fimbrial protein FimI,Cell motility,P39264,Op2377
b4316,fimC,NC_000913.3,,4544304,4545029,+,type 1 fimbriae periplasmic chaperone,Cell motility,P31697,Op2377
b4317,fimD,NC_000913.3,,4545096,4547732,+,type I fimbriae usher protein,Cell motility,P30130,Op2377
b4318,fimF,NC_000913.3,,4547742,4548272,+,type 1 fimbriae minor subunit FimF,Cell motility,P08189,Op2377
b4319,fimG,NC_000913.3,,4548285,4548788,+,type 1 fimbriae minor subunit FimG,Cell motility,P08190,Op2377
b4320,fimH,NC_000913.3,,4548808,4549710,+,type 1 fimbriae D-mannose specific adhesin,Cell motility,P08191,Op2377
b4321,gntP,NC_000913.3,,4549953,4551296,-,fructuronate transporter,Inorganic ion transport and metabolism,P0AC94,Op2378
b4322,uxuA,NC_000913.3,,4551636,4552820,+,D-mannonate dehydratase,Carbohydrate transport and metabolism,P24215,Op2379
